AirportId,AirportName,LatD,LatM,LatS,LongD,LongM,LongS
AK07,"DOG FISH BAY",59,14,27.5970,-151,52,37.6150
4AK8,"NAPAIMUTE PIONEER AIRFIELD",61,32,10.7300,-158,44,20.2700
WNA,"NAPAKIAK",60,41,25.2000,-161,58,42.6000
PKA,"NAPASKIAK",60,42,10.5000,-161,46,41.9000
OUL,"NELSON LAGOON",56,00,27.1300,-161,09,37.3220
ENN,"NENANA MUNI",64,32,50.3851,-149,04,26.3107
KNW,"NEW STUYAHOK",59,27,05.5000,-157,22,23.4000
EWU,"NEWTOK",60,56,20.9000,-164,38,28.5000
WWT,"NEWTOK",60,55,25.1550,-164,39,22.3700
AK11,"HIGH VISTA",60,46,23.4000,-151,13,49.9000
IGT,"NIGHTMUTE",60,28,09.0150,-164,42,14.5350
1AK5,"OFFSHORE SYSTEMS-KENAI",60,44,23.0000,-151,18,30.0000
AK73,"MCGAHAN INDUSTRIAL AIRPARK",60,43,30.9850,-151,18,08.0500
FSP,"NIKOLAI",63,01,06.8000,-154,21,30.4000
IKO,"NIKOLSKI AS",52,56,29.6000,-168,50,56.5000
NIN,"NINILCHIK",60,01,12.8430,-151,35,21.9070
WTK,"NOATAK",67,33,40.2000,-162,58,49.5000
94Z,"NOME CITY FIELD",64,30,41.1202,-165,23,24.8288
OME,"NOME",64,30,45.1893,-165,26,39.7339
5NN,"NONDALTON",59,58,48.8290,-154,50,21.0290
D76,"ROBERT/BOB/CURTIS MEMORIAL",66,49,03.1000,-161,01,20.1000
0AK0,"SCOTTS",64,23,33.0000,-146,51,43.5000
95Z,"BRADLEY SKY-RANCH",64,45,33.2000,-147,23,15.5000
5AK2,"HOWARDS",64,43,50.4720,-147,20,51.6720
5AK3,"AIRWAY",64,46,23.4740,-147,20,01.6880
AK41,"GREG'N SAGE",64,32,38.0000,-146,50,39.0000
AA76,"TIMBER TRAILS",64,46,10.0000,-147,19,46.0000
78AA,"LAKEWOOD",64,46,18.3400,-147,14,48.0900
ORT,"NORTHWAY",62,57,40.2000,-141,55,41.1000
96Z,"NORTH WHALE",56,06,58.7180,-133,07,18.1750
33AK,"NUGGET BENCH",62,31,02.1220,-150,56,43.2300
AQT,"NUIQSUT",70,12,35.4000,-151,00,23.3000
AK32,"OOOGURUK ISLAND",70,29,43.5200,-150,15,12.4800
AK20,"CD-3 AIRSTRIP",70,25,14.2400,-150,53,12.0000
AA27,"PIONEER",70,24,50.7600,-150,01,06.9300
NUL,"NULATO",64,43,45.6000,-158,04,27.2000
16A,"NUNAPITCHUK",60,54,21.6000,-162,26,26.1000
ZNC,"NYAC",60,58,50.3590,-159,59,37.2660
6R7,"OLD HARBOR",57,13,05.9000,-153,16,11.3950
KOY,"OLGA BAY",57,09,41.2290,-154,13,47.2560
Z17,"OPHIR",63,08,45.3100,-156,31,44.0700
4K5,"OUZINKIE",57,56,31.7586,-152,27,53.9750
PAQ,"PALMER MUNI",61,35,41.6890,-149,05,19.3610
3AK2,"NIKLASON LAKE ESTATES",61,37,39.0000,-149,17,12.2300
AK46,"ABI",61,37,43.7900,-149,02,35.4800
05AK,"WASILLA CREEK AIRPARK",61,40,07.1800,-149,11,14.6000
AK63,"PAT-MAR STRIP",61,35,19.0000,-149,08,33.0000
AK66,"HUNTER CREEK",61,27,27.4800,-148,47,43.2900
5AK6,"COLBERG",61,33,25.2400,-149,16,05.8400
4AK6,"WOLF LAKE",61,38,27.4900,-149,17,19.5000
34AK,"CARDWELL STRIP",61,37,30.1400,-149,17,18.8900
39AK,"GILMORE STRIP",61,35,09.7000,-149,14,09.5300
AK93,"GROUSE RIDGE",61,39,18.6500,-149,16,24.5600
14AK,"FOUR CORNERS",61,36,08.8800,-149,14,52.8000
2D3,"GOODING LAKE",61,37,39.7900,-149,14,20.6500
9AK1,"STORMY HILL",61,37,51.1300,-149,13,54.4400
AK88,"EAGLE NEST",61,36,16.9100,-149,02,24.6800
97AK,"HIGH RIDGE ASSOCIATION",61,39,50.4000,-149,15,12.9600
AK92,"MARTIN",61,38,16.8400,-149,01,44.0800
AK50,"SKY RANCH AT PIONEER PEAK",61,33,16.4500,-149,08,40.0000
AA85,"WALBY LAKE",61,36,59.1100,-149,13,15.7100
99Z,"FINGER LAKE",61,36,33.2500,-149,15,48.7500
3AK6,"B & B BOYS RANCH",61,35,34.6200,-149,16,08.1800
AK1,"BUTTE MUNI",61,31,49.1350,-149,01,03.4900
5AK9,"GRANDVIEW SUBDIVISION",61,32,54.6700,-149,11,25.1200
7AK9,"VINDUSKA",61,38,48.5900,-149,02,54.7400
92AK,"MAT-SU RGNL MEDICAL CENTER",61,33,44.0800,-149,15,37.1700
9AA1,"ELK RANCH",61,40,55.3100,-149,17,26.6500
AA08,"ALASKA HELIWORX",61,35,41.0000,-149,09,14.0000
PXK,"PAXSON",63,01,28.4880,-145,30,01.9830
4K0,"PEDRO BAY",59,47,49.0000,-154,07,47.9000
PEC,"PELICAN",57,57,18.6200,-136,14,10.5840
PYL,"PERRY ISLAND",60,41,07.0330,-147,55,07.4500
PEV,"PERRYVILLE",55,54,24.2050,-159,09,38.9850
63A,"LLOYD R ROUNDTREE SEAPLANE FACILITY",56,48,40.7510,-132,57,36.2040
PSG,"PETERSBURG JAMES A JOHNSON",56,48,05.3000,-132,56,46.4000
PNP,"PILOT POINT",57,34,49.3700,-157,34,19.0450
UGB,"UGASHIK BAY",57,25,31.2890,-157,44,23.5160
0AK,"PILOT STATION",61,56,04.4000,-162,53,58.4000
PTU,"PLATINUM",59,01,04.1900,-161,49,37.8900
6AK1,"PLATINUM MINE",58,54,42.1770,-161,42,50.0100
KPB,"POINT BAKER",56,21,06.6950,-133,37,21.3110
PHO,"POINT HOPE",68,20,55.5000,-166,47,57.4000
PIZ,"POINT LAY LRRS",69,43,58.4000,-163,00,19.2000
6AK2,"SLEEPERS STRIP",61,15,05.3300,-149,58,55.9960
AK14,"TURINSKY AIRSTRIP",61,21,12.0000,-150,04,57.0000
50AK,"ROBIN'S LANDING",61,22,49.6600,-150,06,58.5000
A14,"PORTAGE CREEK",58,54,23.4900,-157,42,40.2000
AHP,"PORT ALEXANDER",56,14,48.6320,-134,38,53.3540
16K,"PORT ALICE",55,47,05.6590,-133,35,39.2050
TPO,"PORT ALSWORTH",60,12,15.6000,-154,19,07.9420
AK51,"WILDER/NATWICK LLC",60,11,55.0990,-154,19,28.9380
KPY,"PORT BAILEY",57,55,48.4000,-153,02,26.0130
KPC,"PORT CLARENCE CGS",65,15,12.4400,-166,51,27.4600
PGM,"PORT GRAHAM",59,20,54.5100,-151,49,49.1600
PTH,"PORT HEIDEN",56,57,32.7640,-158,38,00.1030
ORI,"PORT LIONS",57,53,05.7300,-152,50,51.2600
19P,"PORT PROTECTION",56,19,43.6950,-133,36,36.3040
PWR,"PORT WALTER",56,22,51.6620,-134,39,03.3520
KPR,"PORT WILLIAMS",58,29,24.4930,-152,34,55.7940
PPC,"PROSPECT CREEK",66,48,50.6000,-150,38,37.0000
90AK,"NORTHSTAR",70,29,31.5600,-148,42,13.1200
01A,"PURKEYPILE",62,56,26.7200,-152,16,10.5950
20K,"QUAIL CREEK",65,21,16.9900,-149,45,40.9600
5QC,"QUARTZ CREEK /KOUGAROK/",65,24,21.3590,-164,39,20.6090
AQH,"QUINHAGAK",59,45,18.3400,-161,50,43.3200
6AK,"RAINY PASS LODGE",62,05,02.9110,-152,43,03.0890
RMP,"RAMPART",65,30,28.4400,-150,08,27.0000
RDV,"RED DEVIL",61,47,17.0000,-157,21,00.9000
DGG,"RED DOG",68,01,55.6000,-162,53,57.1000
RBY,"RUBY",64,43,38.0000,-155,28,11.6000
RSH,"RUSSIAN MISSION",61,46,29.6000,-161,19,09.8000
9AK2,"KAKO",61,53,56.4000,-161,26,23.0000
A23,"SAGINAW",56,53,10.7960,-134,09,30.1960
PBV,"ST GEORGE",56,34,38.5000,-169,39,49.4000
KSM,"ST MARY'S",62,03,39.0000,-163,18,06.6000
SMK,"ST MICHAEL",63,29,24.2000,-162,06,37.4000
SNP,"ST PAUL ISLAND",57,09,58.7000,-170,13,21.2000
Z81,"SALMON LAKE",64,54,32.4350,-165,00,52.9800
SDP,"SAND POINT",55,18,49.3000,-160,31,17.1000
WSJ,"SAN JUAN /UGANIK/",57,43,49.3480,-153,19,14.1500
SVA,"SAVOONGA",63,41,10.6000,-170,29,35.4000
SCM,"SCAMMON BAY",61,50,40.3500,-165,34,25.5000
WLK,"SELAWIK",66,36,00.5000,-159,59,08.7000
8AK3,"ROLAND NORTON MEMORIAL AIRSTRIP",66,45,57.7570,-160,09,09.9720
SOV,"SELDOVIA",59,26,38.0600,-151,42,18.1500
A27,"SELDOVIA",59,26,02.7790,-151,42,27.5800
SWD,"SEWARD",60,07,48.2900,-149,25,00.6400
01AK,"PROVIDENCE SEWARD MEDICAL CENTER",60,06,20.8600,-149,26,46.5200
SHX,"SHAGELUK",62,41,32.3000,-159,34,09.2000
2C7,"SHAKTOOLIK",64,22,15.9000,-161,13,26.3000
SMU,"SHEEP MOUNTAIN",61,48,40.6100,-147,30,32.5850
SXP,"SHELDON POINT",62,31,13.5000,-164,50,51.5000
SYA,"EARECKSON AS",52,42,44.1300,-174,06,48.9200
1AK6,"TALACHULITNA RIVER",61,51,10.0000,-151,24,30.0000
SHH,"SHISHMAREF",66,14,58.5000,-166,05,21.7000
SHG,"SHUNGNAK",66,53,17.1000,-157,09,44.7000
SIT,"SITKA ROCKY GUTIERREZ",57,02,48.6037,-135,21,39.8473
AA12,"DOVE ISLAND LODGE",57,02,27.0000,-135,17,44.0000
A29,"SITKA",57,03,07.6960,-135,20,46.3510
SGY,"SKAGWAY",59,27,36.2230,-135,18,56.3890
SKW,"SKWENTNA",61,57,58.0050,-151,11,43.4050
1AK8,"TALAHEIM",61,40,28.8200,-151,23,05.5500
3AK9,"RIVER JOHN",61,56,06.4400,-150,59,23.2300
DDT,"DUFFYS TAVERN",62,43,28.6030,-143,55,13.8520
SLQ,"SLEETMUTE",61,42,01.8000,-157,09,57.1000
7AK2,"SNETTISHAM",58,08,03.8250,-133,43,46.2470
1AK4,"KENAI RIVER AIRPARK",60,31,26.9560,-150,45,07.9530
7AK3,"GAEDE",60,28,34.9390,-151,09,58.0090
7AK5,"DAHLER HOMESTEAD",60,30,12.9480,-150,56,07.9810
7AK6,"DAN FRANCE",60,28,39.9470,-150,55,42.9800
SD1,"SOLDOTNA HOSPITAL H",60,29,33.5300,-151,04,44.1600
SXQ,"SOLDOTNA",60,28,30.5000,-151,02,22.7000
L85,"MACKEYS LAKES",60,32,01.0000,-150,59,44.0000
AK55,"MOOSE RUN AIRSTRIP",60,29,21.0000,-150,48,06.0000
70AK,"BANGERTER FIELD",60,31,04.0000,-150,57,35.0000
AK26,"SOLOMON STATE FIELD",64,33,38.3090,-164,26,32.3800
WSN,"SOUTH NAKNEK NR 2",58,42,07.5000,-157,00,09.3000
SVW,"SPARREVOHN LRRS",61,05,49.6100,-155,34,29.3100
36H,"SQUAW HARBOR",55,14,00.0210,-160,33,07.2950
WSB,"STEAMBOAT BAY",55,31,46.6990,-133,38,30.1100
WBB,"STEBBINS",63,30,57.5000,-162,16,40.8000
88AK,"DUTCH LANDING STRIP",60,32,25.0000,-150,52,05.0000
40AK,"STERLING AIR PARK",60,33,04.3600,-150,50,56.5000
53AK,"LAKEWOOD AIRSTRIP",60,32,04.1900,-150,56,21.4300
AK84,"SCOOTER'S LANDING STRIP",60,31,46.0000,-150,49,51.0000
AK05,"BREEDEN",60,32,27.7800,-150,35,57.1800
AK01,"ALASKA AIRPARK",60,31,44.3400,-150,37,30.4800
AK39,"SOUTH GASLINE",60,41,49.9110,-150,10,47.8170
SVS,"STEVENS VILLAGE",66,01,01.8000,-149,03,15.7000
SRV,"STONY RIVER 2",61,47,23.1000,-156,35,18.7000
UMM,"SUMMIT",63,19,51.7445,-149,07,43.8100
8AK6,"LITTLE SUSITNA",61,22,19.0030,-150,15,44.0050
28AK,"GATES RANCH",61,48,31.9560,-147,51,33.6470
AK59,"KING RANCH",61,47,28.0000,-148,21,06.0000
52AK,"CRAG MOUNTAIN",61,42,14.5100,-148,54,31.6400
TCT,"TAKOTNA",62,59,34.6000,-156,01,47.0000
TLJ,"TATALINA LRRS",62,53,41.6950,-155,58,40.8450
A43,"TAKU HARBOR",58,04,08.8100,-134,00,55.2830
TKL,"TAKU LODGE",58,29,22.8590,-133,56,36.3160
TKA,"TALKEETNA",62,19,16.9000,-150,05,33.8000
2AK7,"BALD MOUNTAIN",62,18,26.7600,-149,45,07.5000
3AK3,"SONGLO VISTA",62,33,49.5600,-150,13,13.8000
AK61,"STEPHAN LAKE LODGE",62,41,58.6600,-148,54,26.6800
AK19,"CARL'S LANDING",62,10,26.0500,-150,03,51.3900
21AK,"MONTANA CREEK",62,04,57.4000,-150,04,00.9500
AK8,"CHRISTIANSEN LAKE",62,18,48.2900,-150,04,09.6600
AA00,"SHUMP",62,30,36.5400,-149,55,36.1800
51AK,"BIRCH CREEK LANDING",62,14,32.2400,-150,03,56.9300
49AK,"SECLUDED LAKE",62,01,28.1310,-149,58,38.0730
93AK,"TYONE CREEK 907AU CAMP",62,11,50.4000,-147,24,39.0000
45AA,"DAVIDSON STRIP",62,09,46.4300,-150,32,22.5900
AK44,"TALKEETNA VILLAGE STRIP",62,19,08.1720,-150,06,58.1320
AA09,"BUSCH CREEK",62,28,39.0000,-147,46,29.0000
TSG,"TANACROSS",63,22,26.6297,-143,19,44.3631
TAL,"RALPH M CALHOUN MEMORIAL",65,10,27.8000,-152,06,29.2000
7AK0,"ART Z",64,38,50.6100,-151,48,35.5400
7KA,"TATITLEK",60,52,20.6000,-146,41,28.2000
8KA,"TATITNA",62,17,35.8330,-153,21,43.0310
AK49,"TAYLOR",65,40,45.3910,-164,47,55.7050
AK64,"TAYLOR MOUNTAIN",60,52,04.0000,-157,23,31.0000
Z14,"TAZLINA",62,03,53.2390,-146,27,37.8790
5AK,"TAZLINA /SMOKEY LAKE/",62,03,48.2400,-146,26,57.8810
2K5,"TELIDA",63,22,44.3450,-153,17,03.1750
TER,"TELLER",65,14,25.4000,-166,20,21.8000
TKE,"TENAKEE",57,46,46.7700,-135,13,06.3980
3T4,"TETLIN",63,07,28.9000,-142,31,06.8000
K55,"THOMPSON PASS",61,10,38.1730,-145,41,18.3620
KTB,"THORNE BAY",55,41,16.6630,-132,32,12.0330
AK56,"TIKCHIK LODGE",59,57,47.3770,-158,28,38.0460
TNC,"TIN CITY LRRS",65,33,50.5200,-167,55,20.8500
TOG,"TOGIAK",59,03,12.8000,-160,23,48.4000
8AK9,"TOK 2",63,17,59.7390,-143,01,24.0230
9AK0,"SPORTSMENS PARADISE",62,30,43.6740,-143,14,07.6970
6K8,"TOK JUNCTION",63,19,46.2515,-142,57,13.2625
57A,"TOKEEN",55,56,13.6800,-133,19,36.1970
OOK,"TOKSOOK BAY",60,32,28.8000,-165,05,13.9000
58A,"TOLSONA LAKE",62,06,48.2810,-146,02,27.8400
9AK,"TOTATLANIKA RIVER",64,01,32.3750,-148,31,20.4150
5AK0,"TRADING BAY PRODUCTION",60,48,55.9770,-151,47,56.1020
81AK,"MC KINLEY COUNTRY",62,34,03.6870,-150,14,09.6770
0AA5,"RANGEVIEW AIRSTRIP",62,18,46.0000,-150,20,09.0000
8AK5,"FORT CROSBY AIRPORT",62,30,50.0000,-150,15,55.0000
61AK,"ERA CHULITNA RIVER",62,34,03.1900,-150,14,09.1800
TLT,"TULUKSAK",61,05,15.8250,-160,55,24.0750
Z20,"TUNTUTULIAK",60,20,29.2440,-162,39,56.2340
A61,"TUNTUTULIAK",60,20,07.2440,-162,40,01.2340
4KA,"TUNUNAK",60,34,10.3000,-165,14,46.6000
AK62,"NAUKATI BAY",55,50,58.7140,-133,13,40.1790
A63,"TWIN HILLS",59,04,28.2900,-160,16,30.1500
TYE,"TYONEK",61,04,35.9850,-151,08,17.0530
9AK3,"NIKOLAI CREEK",61,00,49.9840,-151,26,56.0770
5AK1,"BELUGA",61,10,50.7700,-151,02,28.1300
9A8,"UGASHIK",57,31,24.3300,-157,23,45.5800
AK96,"RANDY BRIGGS MEM FLD",57,30,59.0750,-157,23,09.4250
UMT,"UMIAT",69,22,16.0056,-152,08,05.9376
UNK,"UNALAKLEET",63,53,18.6000,-160,47,56.8000
DUT,"UNALASKA",53,53,56.2000,-166,32,42.1000
UTO,"INDIAN MOUNTAIN LRRS",65,59,33.9800,-153,42,12.5600
VDZ,"VALDEZ PIONEER FIELD",61,08,03.1750,-146,14,41.1430
1AK7,"VALDEZ HOSPITAL",61,08,11.8000,-146,20,43.4000
L93,"ROBE LAKE",61,05,13.6400,-146,08,38.4300
3AA3,"CVTC FIELD",61,07,48.0000,-146,22,14.0000
VEE,"VENETIE",67,00,31.2300,-146,21,58.8900
0AK6,"VICTORY",61,48,12.1480,-147,56,38.9520
AK03,"WAINWRIGHT AS",70,36,48.1600,-159,51,37.2600
AWI,"WAINWRIGHT",70,38,16.8000,-159,59,41.1000
IWK,"WALES",65,37,21.2000,-168,05,41.9000
AK99,"GRAND HOME",61,26,48.0000,-149,45,40.0000
AK45,"GREBE LAKE",61,33,33.7500,-149,37,27.4400
AK83,"GANNON'S LANDING",61,37,38.1000,-149,36,33.5900
7AK8,"HESS",61,37,16.5000,-149,36,53.7100
AK25,"PIPER LANDING",61,37,03.0000,-149,36,53.0600
41AK,"SETTLERS BAY AIRSTRIP",61,30,03.2400,-149,38,22.9200
5AK8,"MEMORY LAKE",61,37,52.8600,-149,25,56.7100
7AK4,"JACK FISH LANDING",61,32,29.3300,-149,27,38.4500
T66,"VISNAW LAKE",61,37,08.4400,-149,40,42.8200
44AK,"WEST PAPOOSE LAKE AIRPARK",61,32,00.4000,-150,06,08.8000
5L6,"WASILLA LAKE",61,35,11.0620,-149,24,26.9970
3AK8,"BOISSELLE'S STRIP",61,39,45.1400,-149,23,30.8400
43AK,"KALMBACH",61,36,02.7400,-149,34,45.0100
0AK1,"ANDERSON LAKE",61,37,00.7700,-149,19,17.5400
71AK,"BLUFF PARK FARM",61,31,39.5000,-149,29,46.7200
16AK,"GATTIS STRIP",61,35,57.0000,-149,20,49.0000
89AK,"LINCOLN VILLAGE AIRPARK",61,33,33.8000,-149,42,19.6900
AK65,"GREEN'S STRIP",61,35,52.6200,-149,21,01.8400
10AK,"HUNT STRIP",61,35,30.7700,-149,40,40.4800
IYS,"WASILLA",61,34,19.1501,-149,32,22.4041
87AK,"SOLOY STRIP",61,39,05.5100,-149,17,18.5300
4AK2,"ST JOHN HOMESTEAD",61,33,28.7600,-149,25,26.6800
5AK5,"TODDS STRIP",61,39,25.5200,-149,27,42.1600
3H3,"COTTONWOOD LAKE",61,35,51.4000,-149,18,58.9000
6AK8,"TULAKES",61,37,05.3400,-149,40,09.0800
6AK7,"RAINBOW HEIGHTS ESTATES AIRSTRIP",61,34,29.0000,-149,38,06.0000
9AK6,"LEISUREWOOD AIRSTRIP",61,37,26.6200,-149,38,53.8800
8AK8,"NORTH CUBS STRIP",61,37,48.0000,-149,40,57.2900
6AK9,"CIZEK NORTH",61,38,00.4600,-149,40,56.5700
9AK8,"WOLF TRACK",61,37,29.0720,-149,40,56.0280
58AK,"FAIRVIEW EAST",61,33,09.3200,-149,20,22.7800
57AK,"LOST LAKE SPB",61,20,06.1100,-149,59,50.1000
62AK,"WALLIS LAKE SPB",61,34,22.3000,-149,34,28.9200
23AK,"YUKNIS",61,35,38.6900,-149,18,38.6300
3A3,"SEYMOUR LAKE SPB",61,36,48.4600,-149,39,56.0500
59AK,"PENDEROSA",61,37,54.4100,-149,20,26.2000
55AK,"LAWRENCE AIRSTRIP",61,29,44.8100,-149,41,57.5500
54AK,"KALMBACH LAKE",61,36,25.4200,-149,34,25.8600
38AK,"MELS",61,33,44.8200,-149,40,04.2200
36AK,"FLYWAY FARM AIRSTRIP",61,20,36.0200,-150,03,59.8700
65AK,"MCDONALD RIDGE",61,33,37.9630,-149,22,06.9890
AK27,"VALLEY FLYING CROWN",61,38,33.2900,-149,37,28.0200
AK43,"JACOBSEN LAKE",61,34,44.6900,-149,32,19.8600
AK47,"SHAWN FIELD",61,35,08.4800,-149,33,48.0600
AK54,"STRO'S",61,35,35.9900,-149,19,34.4300
4A3,"LAKE LUCILLE",61,34,30.1000,-149,28,32.2000
AK58,"FAIRVIEW WEST",61,32,24.0500,-149,32,55.5400
D75,"BLODGETT LAKE",61,34,33.8900,-149,40,32.0500
3K9,"UPPER WASILLA LAKE",61,35,19.5000,-149,23,06.2200
67AK,"SOUTH HOLLYWOOD",61,32,04.7000,-149,40,12.3600
4AK0,"NIKLASON LAKE",61,37,45.1200,-149,16,15.8900
77AK,"TIDEWATER",61,30,09.6100,-149,35,44.3600
29A,"ISLAND LAKE",61,37,44.0500,-149,37,04.2250
AK79,"JOLLY FIELD",61,35,36.7800,-149,33,59.4000
AK16,"SUNSET STRIP",61,31,24.3100,-149,42,53.5000
79AK,"HUTTUNEN STRIP",61,28,54.6200,-149,44,38.4700
66AK,"JUNE LAKE",61,37,48.0000,-149,34,09.0000
06AK,"JUNE LAKE AIRPARK",61,37,39.4300,-149,34,31.1900
AK85,"BIRCHWATER",61,28,56.4000,-149,45,50.3500
60AK,"CAROL'S",61,36,26.6800,-149,16,46.2000
69AK,"MEMORY LAKE",61,37,44.0000,-149,25,25.0000
AA11,"MISTY LAKE",61,33,02.6600,-149,40,34.0700
84AK,"T-TIME",61,35,14.0900,-149,20,04.3100
KWF,"WATERFALL",55,17,46.7620,-133,14,36.0090
KWP,"WEST POINT VILLAGE",57,46,12.3940,-153,32,56.2130
WMO,"WHITE MOUNTAIN",64,41,21.1000,-163,24,45.9000
IEM,"WHITTIER",60,46,37.8100,-148,43,10.7500
AK08,"THOMAS STRIP",61,47,23.7100,-150,06,21.7400
2X2,"WILLOW SPB",61,44,36.4000,-150,03,34.9000
78AK,"C T S",61,44,05.8000,-150,32,15.0500
AK90,"SHIRLEY LAKE",61,44,40.9900,-150,06,55.6600
AK72,"JEWELL",61,42,18.6900,-150,35,57.6300
3AK7,"LAUB",61,45,56.0760,-150,20,20.0600
AK34,"KASHWITNA LAKE",61,50,07.0910,-150,04,47.0580
02AK,"RUSTIC WILDERNESS",61,52,36.8800,-150,05,51.5000
35AK,"POKER BLUFF",61,38,26.3600,-150,30,58.1300
07AA,"PAN LAKE STRIP",61,41,45.4700,-149,57,17.6500
25AK,"HONEYBEE LAKE AERO PARK",61,42,44.0600,-150,03,47.9900
AK68,"MINUTEMAN STRIP",61,43,13.0000,-150,03,16.0000
AK57,"LONG LAKE",61,43,32.3400,-150,05,28.3600
AK69,"LONG LAKE",61,43,45.5500,-150,05,51.6100
AK67,"SKID MARKS",61,44,19.0000,-150,04,22.0000
MFN,"MINUTEMAN LAKE",61,43,16.7200,-150,02,48.7300
AK10,"AK-10 AIRSTRIP",61,43,02.0000,-150,06,34.0000
0AK2,"YENTNA BEND STRIP",61,43,29.0400,-150,41,00.3400
UUO,"WILLOW",61,45,15.0800,-150,03,06.2600
WSM,"WISEMAN",67,24,18.3850,-150,07,15.1600
68A,"WRANGELL",56,27,58.7700,-132,22,48.0650
WRG,"WRANGELL",56,29,03.6000,-132,22,11.4000
0AA1,"YAKATAGA",60,04,51.0550,-142,29,43.7800
3AK,"DRY BAY",59,09,51.6000,-138,29,19.7000
YAK,"YAKUTAT",59,30,11.9593,-139,39,36.9680
A67,"HARLEQUIN LAKE",59,24,51.8250,-139,02,01.3950
A68,"SITUK",59,33,10.3350,-139,30,36.8000
A69,"TANIS MESA",59,14,58.5500,-138,30,14.9950
2Y3,"YAKUTAT",59,34,39.7000,-139,44,59.8000
A57,"ALSEK RIVER",59,11,56.8800,-138,26,45.1600
AK76,"EAST ALSEK RIVER",59,07,34.6250,-138,24,31.7950
A77,"YANKEE CREEK 2",63,00,06.7250,-156,22,02.4970
78K,"YES BAY LODGE",55,54,58.6850,-131,48,04.0810
L20,"COAL CREEK",65,18,41.4750,-143,08,02.8300
0J0,"ABBEVILLE MUNI",31,36,00.8000,-085,14,17.9100
2A8,"ADDISON MUNI",34,13,01.7100,-087,09,29.3700
AL03,"STRICKLAND/SMALLEY FIELD",32,50,51.0000,-087,42,50.0000
EET,"SHELBY COUNTY",33,10,40.0000,-086,46,59.6000
AL39,"SHELBY MEDICAL CENTER",33,15,06.6900,-086,48,42.3500
8A0,"ALBERTVILLE RGNL-THOMAS J BRUMLIK FLD",34,13,44.8000,-086,15,20.7000
ALX,"THOMAS C RUSSELL FLD",32,54,53.1000,-085,57,46.6000
AIV,"GEORGE DOWNER",33,06,24.2800,-088,11,49.8300
79J,"SOUTH ALABAMA RGNL AT BILL BENTON FIELD",31,18,30.1000,-086,23,32.0000
ANB,"ANNISTON RGNL",33,35,17.4000,-085,51,29.2000
AL42,"THE HEALTH CARE AUTHORITY OF THE CITY OF ANNISTON",33,39,21.6200,-085,49,28.0000
04AL,"ANNISTON AHP (ANNISTON ARMY DEPOT)",33,37,35.0000,-085,58,02.0000
1M3,"ARDMORE",34,58,44.7000,-086,52,59.8000
26A,"ASHLAND/LINEVILLE",33,17,03.1100,-085,48,32.2750
0AL2,"CLAY COUNTY HOSPITAL",33,16,37.9800,-085,49,29.3500
AL60,"DUGGER'S FIELD",33,50,19.3550,-086,12,40.9150
5AL9,"ATHENS-LIMESTONE HOSPITAL HELIPAD",34,48,10.1400,-086,58,50.1800
0R1,"ATMORE MUNI",31,00,58.4000,-087,26,48.3000
AUO,"AUBURN UNIVERSITY RGNL",32,36,54.4000,-085,26,02.4000
1R8,"BAY MINETTE MUNI",30,52,13.2000,-087,49,09.6000
6AL9,"MEGA SITE HELIPAD",30,56,55.0000,-087,44,44.0000
5R7,"ROY E RAY",30,27,18.9000,-088,12,40.3000
AL67,"PETROLEUM HELICOPTERS INC",30,25,52.0000,-088,10,45.0000
EKY,"BESSEMER",33,18,45.4000,-086,55,34.7000
AL19,"MEDICAL WEST",33,22,17.6100,-086,59,27.6200
BHM,"BIRMINGHAM-SHUTTLESWORTH INTL",33,33,50.0000,-086,45,08.3000
AL50,"BAPTIST MEDICAL CENTER-PRINCETON",33,29,51.3810,-086,50,46.9660
AL49,"CARRAWAY MEDICAL CENTER",33,32,09.3780,-086,48,40.9650
AL91,"THE CHILDREN'S HOSPITAL",33,30,15.3790,-086,48,18.9630
AL21,"LAKESIDE",33,30,43.3770,-086,40,38.9530
AL38,"UNIVERSITY OF ALABAMA HOSPITAL",33,30,24.2700,-086,48,11.7000
0AL8,"BROOKWOOD MEDICAL CENTER",33,27,50.6600,-086,46,22.3300
AL45,"TRINITY MEDICAL CENTER",33,30,58.0600,-086,44,03.0600
AL66,"ALABAMA POWER HEADQUARTERS",33,31,10.3790,-086,48,48.9640
AL65,"ST VINCENTS EAST",33,35,49.1000,-086,40,04.1100
9AL9,"LIBERTY PARK",33,28,43.2000,-086,42,07.2000
AL40,"BONHAM",33,32,35.3830,-086,59,08.9800
AL29,"NEW HORIZON",34,07,45.3500,-086,37,59.9760
1AL0,"MARSHALL MEDICAL CENTER SOUTH",34,13,13.4600,-086,09,27.5400
8AL3,"FRICKS FIELD",34,08,30.3600,-086,05,18.8400
3AL6,"TOWN & COUNTRY AIRPARK",33,39,24.4000,-086,24,44.9000
AL30,"ROCKY SPRINGS AIRPARK",33,59,27.0000,-087,04,40.0000
12J,"BREWTON MUNI",31,03,03.0000,-087,03,57.5000
0AL6,"D W MCMILLIAN MEMORIAL HOSPITAL",31,07,32.4100,-087,04,24.4900
10AL,"NORTH JACKSON NURSING HOME",34,54,49.8300,-085,46,15.1000
42AL,"CHOCTAW GENERAL HOSPITAL",32,05,36.5400,-088,12,36.6900
